name,location,specialty,facility_type,place_id,latitude,longitude,vicinity,rating,reviews,is_open_now,opening_hours,phone_number,website,emergency_facility,response_probability,distance_from_center,has_phone,has_website,collected_at
Sai Vedant Multi Speciality Hospital,"2nd & 3rd Floor, Hadapsar Rd, behind Undri City Center Mall, near HDFC Bank, Bellagio, Undri, Pune, Maharashtra 411060, India",General,establishment,ChIJ44QFcIjrwjsRGfcGq7a9Uu4,18.4557064,73.9125914,"2nd & 3rd Floor, Hadapsar Rd, behind Undri City Center Mall, near HDFC Bank, Bellagio, Undri, Pune, Maharashtra 411060, India",4.8,25,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",097197 12400,https://saivedanthospitals.com/,True,0.85,2748.319266997048,1,1,2026-04-07T23:21:28.968687
Olive Multispeciality Hospital,"Kausar Baugh Rd, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048, India",General,establishment,ChIJd2ND01HrwjsRFafTBOfapc8,18.472114,73.8939189,"Kausar Baugh Rd, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048, India",4.8,383,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",070586 47300,http://olivehospital.co.in/,True,0.85,3990.859355797293,1,1,2026-04-07T23:21:29.097064
Bliss Multispeciality Hospital,"opposite MSEB Office, Shraddha Nagar, Ambedkar Nagar, Kondhwa, Pune, Maharashtra 411048, India",General,establishment,ChIJcR8kMGvrwjsRtDgHjT-Jp3E,18.4567579,73.8896244,"opposite MSEB Office, Shraddha Nagar, Ambedkar Nagar, Kondhwa, Pune, Maharashtra 411048, India",4.7,115,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,https://blisshospitalpune.com/,True,0.75,2385.6605850684573,0,1,2026-04-07T23:21:29.207731
SHIVMANGAL MULTISPECIALITY HOSPITAL,"1st Floor, Bandal Empire, Wadachi Wadi Rd, near Aero Nest Society, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",General Practice,doctor,ChIJj1hhuofrwjsRuSMuue545qY,18.4464804,73.91701189999999,"1st Floor, Bandal Empire, Wadachi Wadi Rd, near Aero Nest Society, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",4.9,180,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",096979 89305,https://shivmangalhospital.com/#/,True,0.85,2446.3141753388304,1,1,2026-04-07T23:21:29.313842
Precision Plus Hospital,"Hadapsar Rd, behind Undri City Center Mall, near HDFC Bank, Bellagio, Undri, Pune, Maharashtra 411060, India",General,establishment,ChIJS_mjNK7rwjsRm67uiIMahmc,18.4556556,73.91260249999999,"Hadapsar Rd, behind Undri City Center Mall, near HDFC Bank, Bellagio, Undri, Pune, Maharashtra 411060, India",4.1,117,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",095187 95469,https://www.precisionplushospitals.com/,True,0.85,2744.6139812066244,1,1,2026-04-07T23:21:29.419175
Sangam Hospital - Undri IVF & Maternity Centre,"Survey 59/1A/1, Orchids The International School Rd, opposite Orchids International school, Bellagio, Undri, Pune, Maharashtra 411060, India",General,establishment,ChIJf5QnXTXrwjsR8DfHeoDmxj8,18.4536767,73.9118069,"Survey 59/1A/1, Orchids The International School Rd, opposite Orchids International school, Bellagio, Undri, Pune, Maharashtra 411060, India",4.7,190,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",087886 15687,https://sangamhospital.in/,True,0.85,2521.0029535093236,1,1,2026-04-07T23:21:29.524532
Dr sarwat memorial hospital,"near western bakery, Mitha Nagar, Kondhwa, Pune, Maharashtra 411048, India",General,establishment,ChIJny0S6onqwjsRPGwwhRnvBWg,18.4705662,73.8878764,"near western bakery, Mitha Nagar, Kondhwa, Pune, Maharashtra 411048, India",4.7,259,False,[],077699 76833,,True,0.6,3915.6866751160164,1,0,2026-04-07T23:21:29.629501
Hospital,"BLOCK-2C, रुक्मिणी सदन सोसायटी, कोंढवा, पुणे, महाराष्ट्र 411048, India",General,establishment,ChIJV2iUsV_qwjsR1mkJjr4L8Ss,18.4616828,73.8914483,"BLOCK-2C, रुक्मिणी सदन सोसायटी, कोंढवा, पुणे, महाराष्ट्र 411048, India",4.4,5,False,"['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:00\u202fPM']",099756 22923,,True,0.6,2870.9278229348065,1,0,2026-04-07T23:21:29.730194
Meenatai Balasaheb Thackeray Hospital Kondhwa,"Bhagyoday Nagar Apartments, Fullnagar, Bhagyoday Nagar, Shivneri Nagar, Kondhwa, Pune, Maharashtra 411048, India",General,establishment,ChIJzQQpoWLqwjsRNJWl8R7-Zrc,18.4739478,73.88913529999999,"Bhagyoday Nagar Apartments, Fullnagar, Bhagyoday Nagar, Shivneri Nagar, Kondhwa, Pune, Maharashtra 411048, India",2.8,10,False,[],,,True,0.5,4256.350856478242,0,0,2026-04-07T23:21:29.841945
"Platinum Cancer Hospital , Trust Healthcare Foundation Super specialty Hospital and Cancer research centre","Platinum Super Specialty Hospital , Kai. Dashrath Baliba Bhangire Hospital Neay Nyati Estate chowk , Opp HDFC Bank NIBM, Hadapsar, Autadwadi Handewadi, Annex, Mohammed Wadi, Pune, Maharashtra 411060, India",General,establishment,ChIJvRLbgh7rwjsRW4QeP3J84nU,18.4673702,73.92010010000001,"Platinum Super Specialty Hospital , Kai. Dashrath Baliba Bhangire Hospital Neay Nyati Estate chowk , Opp HDFC Bank NIBM, Hadapsar, Autadwadi Handewadi, Annex, Mohammed Wadi, Pune, Maharashtra 411060, India",5.0,8,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,,True,0.7,4260.919628153669,0,0,2026-04-07T23:21:29.946827
Shree Saiprasad Hospital,"S.No. 49, 3/5, Gujarwadi Rd, Phata, Katrajnagar, Katraj, Pune, Maharashtra 411046, India",General,establishment,ChIJN0Blg9_qwjsRd-7iqQhWzZk,18.4387784,73.8627951,"S.No. 49, 3/5, Gujarwadi Rd, Phata, Katrajnagar, Katraj, Pune, Maharashtra 411046, India",5.0,21,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: 10:00\u202fAM\u2009–\u200911:00\u202fPM']",098600 49991,,True,0.7999999999999999,3560.91320482514,1,0,2026-04-07T23:21:30.055246
JEEVANDHARA MULTISPECIALITY HOSPITAL-|BEST ICU CARE CARDIAC CARE KATRAJ PUNE|,"SR.NO 84/2-D, FIRST FLOOR, BHAGIRATHI SQUARE, BUILDING, Morebaug Rd, Kanchan Nagari, Katraj, Pune, Maharashtra 411046, India",General,establishment,ChIJ41sYWwTrwjsRRXONpNhtyjQ,18.4492795,73.8579393,"SR.NO 84/2-D, FIRST FLOOR, BHAGIRATHI SQUARE, BUILDING, Morebaug Rd, Kanchan Nagari, Katraj, Pune, Maharashtra 411046, India",4.0,103,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,,True,0.7,4310.984252948055,0,0,2026-04-07T23:21:30.167846
Rao Nursing Home,"CTS No. 1897, Survey No. 691A, B, 1A-1, Pune - Satara Rd, Vasant Baug, Prem Nagar, Vasant Baug Society, Bibwewadi, Pune, Maharashtra 411037, India",General Practice,doctor,ChIJ6YdKyaPqwjsRITIjPkgsJJE,18.4846635,73.85869819999999,"CTS No. 1897, Survey No. 691A, B, 1A-1, Pune - Satara Rd, Vasant Baug, Prem Nagar, Vasant Baug Society, Bibwewadi, Pune, Maharashtra 411037, India",4.7,1767,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",091300 06009,https://www.rnhpune.com/,True,0.85,6691.150114406888,1,1,2026-04-07T23:21:30.282041
National hospital,"Big-d Complex,Complex, Kondhwa Main Rd, Opposite Konark Pooram Building, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048, India",General,establishment,ChIJ_____4vqwjsR1rNS4SSYg9g,18.4713616,73.888755,"Big-d Complex,Complex, Kondhwa Main Rd, Opposite Konark Pooram Building, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048, India",3.3,71,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",099752 98066,http://www.nationalhospitalpune.com/,True,0.85,3981.8702877582996,1,1,2026-04-07T23:21:30.389981
Siddhivinayak Multi Speciality Hospital,"No. 3, Katraj - Kondhwa Rd, गणेश पेठ, Rajas Society, Kondhwa Budruk, Pune, Maharashtra 411046, India",General,establishment,ChIJ0xqhKO_qwjsRu4GikoEM8lU,18.449792,73.8741684,"No. 3, Katraj - Kondhwa Rd, गणेश पेठ, Rajas Society, Kondhwa Budruk, Pune, Maharashtra 411046, India",5.0,1,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080 4805 2901,https://www.siddhivinayakmultispecialityvelu.com/,True,0.85,2788.2053100226544,1,1,2026-04-07T23:21:30.493409
Welfare Multispeciality Hospital,"Welfare hospital, Kondhwa Main Rd, opposite konark puram, next to Bus Stop, Badshah Nagar, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048, India",General,establishment,ChIJ3X83zoDrwjsRqvE7-laEjzw,18.4721264,73.8888673,"Welfare hospital, Kondhwa Main Rd, opposite konark puram, next to Bus Stop, Badshah Nagar, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048, India",4.5,211,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",095112 95983,,True,0.7999999999999999,4062.8141654811902,1,0,2026-04-07T23:21:30.599632
HBC Children’s Hospital,"fourth floor, shankeshwaram plaza, 402, Gangadham - Shatrunjay Rd, beside healing bone clinic, Kondhwa Budruk, Pune, Maharashtra 411048, India",General Practice,doctor,ChIJ15wA6xLrwjsR3n0CcIY4Gj8,18.455757,73.87891920000001,"fourth floor, shankeshwaram plaza, 402, Gangadham - Shatrunjay Rd, beside healing bone clinic, Kondhwa Budruk, Pune, Maharashtra 411048, India",4.3,6,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,,True,0.7,2845.849274267262,0,0,2026-04-07T23:21:30.704113
Ankura Hospital for Women & Children - Pune,"1+2A+2B/1, CTS, S.No.163, Nagras Rd, opposite SBI PBB, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra 411007, India",General,establishment,ChIJWSbwyhq_wjsRc8IDS864p-Q,18.5653976,73.80474319999999,"1+2A+2B/1, CTS, S.No.163, Nagras Rd, opposite SBI PBB, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra 411007, India",4.6,3144,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",090531 08108,https://www.ankurahospitals.com/women-and-childcare-hospital-in-pune/,True,0.85,17308.118175208492,1,1,2026-04-07T23:21:30.813677
Surya Mother And Child Super Speciality Hospital,"Pune Octroi Naka, Sr. No. 8 near Bhujbal Chowk Mumbai Hwy Hinjawadi, Wakad Rd, Bhujbal Vasti, Wakad, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",General Practice,doctor,ChIJ0aIl4Fy5wjsRVa3k7WgX9gk,18.5872961,73.7580815,"Pune Octroi Naka, Sr. No. 8 near Bhujbal Chowk Mumbai Hwy Hinjawadi, Wakad Rd, Bhujbal Vasti, Wakad, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",4.4,5632,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 6791 5400,https://suryahospitals.com/pune/,True,0.85,22243.08002961032,1,1,2026-04-07T23:21:30.928837
New Life Child Care Clinic And Hospital,"Chikhali - Kaspate Vasti BRTS Rd, opp. DMart Shri Dnyaneshwar colony, Shriram Colony, Kalewadi, Pimpri-Chinchwad, Maharashtra 411017, India",General,establishment,ChIJn9cmFhi5wjsRWSh224HYYzM,18.6146732,73.78562749999999,"Chikhali - Kaspate Vasti BRTS Rd, opp. DMart Shri Dnyaneshwar colony, Shriram Colony, Kalewadi, Pimpri-Chinchwad, Maharashtra 411017, India",4.3,625,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",075175 10022,https://newlifechildcare.in/,True,0.85,23019.66616005176,1,1,2026-04-07T23:21:31.037193
NANDANVAN KIDS CLINIC,"Shop No 6, Fortune Perfect, B Building, Somji Heights Jewel, Chowk, opp. MSEB, Shraddha Nagar, Ambedkar Nagar, Kondhwa, Pune, Maharashtra 411048, India",General Practice,doctor,ChIJH7zCG-zrwjsR62GnQoppbAw,18.4566739,73.88975889999999,"Shop No 6, Fortune Perfect, B Building, Somji Heights Jewel, Chowk, opp. MSEB, Shraddha Nagar, Ambedkar Nagar, Kondhwa, Pune, Maharashtra 411048, India",4.8,21,False,"['Monday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20099:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20099:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20099:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20099:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20099:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 4:30\u2009–\u20099:00\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20091:00\u202fPM']",099701 77846,,True,0.6,2372.497809898961,1,0,2026-04-07T23:21:31.146485
Dr Dada Gujar Hospital for Mother & Child,"Plot no. 159-173 175 to 190, opposite Sane Guruji Primary School, Malwadi, Hadapsar, Pune, Maharashtra 411028, India",General Practice,doctor,ChIJ9b3-bCvDwjsRjFggNBtRG1c,18.5047849,73.9373609,"Plot no. 159-173 175 to 190, opposite Sane Guruji Primary School, Malwadi, Hadapsar, Pune, Maharashtra 411028, India",4.7,106,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080 4369 4807,https://www.dadagujarhospital.net/,True,0.85,8752.174057740742,1,1,2026-04-07T23:21:31.257154
Shaishav Childrens hospital and research center pvt ltd,"Laxmi Rd, opp. Vijay Talkies, Sadashiv Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJUSw2M3HAwjsRCNtzcbRMAfQ,18.5138061,73.8477028,"Laxmi Rd, opp. Vijay Talkies, Sadashiv Peth, Pune, Maharashtra 411030, India",4.1,138,False,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20092:30\u202fPM', 'Sunday: Closed']",020 2445 7234,http://www.shaishavclinic.com/,True,0.65,10034.906500558693,1,1,2026-04-07T23:21:31.369626
Rainbow Family and Children Health Clinic,"2nd Floor, H M Royal Society, Office 002, Talab, Kondhwa, Pune, Maharashtra 411048, India",General,establishment,ChIJ_2Q5wYrqwjsRXCydOjab3G8,18.4621258,73.89065699999999,"2nd Floor, H M Royal Society, Office 002, Talab, Kondhwa, Pune, Maharashtra 411048, India",0.0,0,False,"['Monday: 5:00\u2009–\u20098:45\u202fPM', 'Tuesday: 5:00\u2009–\u20098:45\u202fPM', 'Wednesday: 5:00\u2009–\u20098:45\u202fPM', 'Thursday: 5:00\u2009–\u20098:45\u202fPM', 'Friday: 5:00\u2009–\u20098:45\u202fPM', 'Saturday: 5:00\u2009–\u20098:45\u202fPM', 'Sunday: Closed']",091759 64279,,True,0.6,2935.5967300925267,1,0,2026-04-07T23:21:31.474583
RESU HEART FOUNDATION,"SHOP NO.A1/12, Manish Park Phase 1, near Capital Mall, Phase 1, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048, India",General,establishment,ChIJd75-JxLCwjsRjQG40bQEIOs,18.4758836,73.8917809,"SHOP NO.A1/12, Manish Park Phase 1, near Capital Mall, Phase 1, Kausar Baugh, Kondhwa, Pune, Maharashtra 411048, India",4.7,9,False,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",096236 39878,https://resu-heart-foundation.grexa.site/,True,0.65,4428.552884649469,1,1,2026-04-07T23:21:31.584345
Ram Mangal Heart Foundation,"Fun N Shop Building, Vitthal Rao Shivarkar Rd, Fatima Nagar, Wanowrie, Pune, Maharashtra 411013, India",General Practice,doctor,ChIJr0psGMbBwjsR8Odtn8ZTBtM,18.505786,73.90146179999999,"Fun N Shop Building, Vitthal Rao Shivarkar Rd, Fatima Nagar, Wanowrie, Pune, Maharashtra 411013, India",4.0,174,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 6744 1600,https://rammangalhf.com/,True,0.85,7744.121087187206,1,1,2026-04-07T23:21:31.691778
N. M. Wadia Heart Hospital,"32, Sasoon Rd, Central Excise Colony, Sangamvadi, Pune, Maharashtra 411001, India",General,establishment,ChIJJVOVSW3AwjsRp8A9crVZNKI,18.5307479,73.8770237,"32, Sasoon Rd, Central Excise Colony, Sangamvadi, Pune, Maharashtra 411001, India",3.9,147,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 6763 6400,https://www.nmwcardiology.org/?utm_source=google&utm_medium=gmb,True,0.85,10699.687369559482,1,1,2026-04-07T23:21:31.806481
Dr.Rahul Sawant | Best Cardiologist in Pune | Hridaymitra Cardia Clinic Pune,"1st Floor Pushpa Prestige Above Puma Showroom Cosmos bank, City Pride Cinema, Pune - Satara Rd, opposite HOTEL UTSAV DELUXE, Adinath Society, Parvati Industrial Estate, Parvati Paytha, Pune, Maharashtra 411009, India",General Practice,doctor,ChIJgwk7eBzAwjsRLxtIXsnVVlk,18.4894508,73.8572494,"1st Floor Pushpa Prestige Above Puma Showroom Cosmos bank, City Pride Cinema, Pune - Satara Rd, opposite HOTEL UTSAV DELUXE, Adinath Society, Parvati Industrial Estate, Parvati Paytha, Pune, Maharashtra 411009, India",5.0,804,False,"['Monday: 9:00\u202fAM\u2009–\u20098:45\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:45\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: Closed']",090219 40551,https://hridaymitracardiaclinic.com/,True,0.65,7212.465546990694,1,1,2026-04-07T23:21:31.925444
Rasiklal M. Dhariwal Heart Care & Research Institute,"GW42+8F9, Wanwadi Nagar, Fatima Nagar, Wanowrie, Pune, Maharashtra 411013, India",General,establishment,ChIJg44oSDXBwjsRvfMFpHo5g2Y,18.5057926,73.9012478,"GW42+8F9, Wanwadi Nagar, Fatima Nagar, Wanowrie, Pune, Maharashtra 411013, India",3.4,27,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 6744 1600,,True,0.7999999999999999,7743.345942680933,1,0,2026-04-07T23:21:32.033734
