name,location,specialty,facility_type,place_id,latitude,longitude,vicinity,rating,reviews,is_open_now,opening_hours,phone_number,website,emergency_facility,response_probability,distance_from_center,has_phone,has_website,collected_at
Mukundrao Lele Hospital,"GV93+XP5, Shaniwar Peth, Pune, Maharashtra 411030, India",General,establishment,ChIJX6TVOWXAwjsRV9hVtttnnYk,18.5198803,73.8543558,"GV93+XP5, Shaniwar Peth, Pune, Maharashtra 411030, India",3.8,16,False,"['Monday: 3:30\u2009–\u20094:30\u202fAM, 9:30\u2009–\u200911:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: Closed', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:01\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,,True,0.5,114.42364775373001,0,0,2026-04-08T12:47:42.853935
Krishna Medical Store,"KEM Hospital Opp.Pune Station., Dhayari, Shobhapur, Kasba Peth, Pune, Maharashtra 411011, India",General,establishment,ChIJN2XFp2XAwjsRRSBCsYgpItA,18.52043,73.856744,"KEM Hospital Opp.Pune Station., Dhayari, Shobhapur, Kasba Peth, Pune, Maharashtra 411011, India",0.0,0,False,[],089833 36916,,True,0.6,169.1110012513761,1,0,2026-04-08T12:47:56.111150
Timpac Engineers,"2b, Amoll Apartment, Late GA Kulkarni Path, opposite Karishma Kothud, Bhavani Peth, Shobhapur, Kasba Peth, Pune, Maharashtra 411011, India",General,establishment,ChIJYWXFp2XAwjsRGbINaRkO0wc,18.5205081,73.8567695,"2b, Amoll Apartment, Late GA Kulkarni Path, opposite Karishma Kothud, Bhavani Peth, Shobhapur, Kasba Peth, Pune, Maharashtra 411011, India",0.0,0,False,[],020 2579 4064,,True,0.6,176.19915997509332,1,0,2026-04-08T12:47:50.947017
Childrens Hospital agarwal,"3rd Floor, Sinhagad Road, Manik Baug, Aboce Anandi Dining Hall, Manik Baug, Dhayari, Shobhapur, Kasba Peth, Pune, Maharashtra 411011, India",General Practice,doctor,ChIJq6qq6ti-wjsRnpaHbXYi0k4,18.5205081,73.8567695,"3rd Floor, Sinhagad Road, Manik Baug, Aboce Anandi Dining Hall, Manik Baug, Dhayari, Shobhapur, Kasba Peth, Pune, Maharashtra 411011, India",0.0,0,False,[],020 2435 6786,,True,0.6,176.19915997509332,1,0,2026-04-08T12:47:54.038646
Surya Sahyadri Hospital Kasaba Peth,"1317, near Shaniwar Peth Road, Lunanagar, Wada, Kasba Peth, Pune, Maharashtra 411011, India",General,establishment,ChIJCzvk_GTAwjsRrHGmRsa64IY,18.5212633,73.8558358,"1317, near Shaniwar Peth Road, Lunanagar, Wada, Kasba Peth, Pune, Maharashtra 411011, India",4.4,698,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",088888 22222,https://sahyadrihospital.com/kasba-peth/,True,0.85,190.57285863672786,1,1,2026-04-08T12:48:02.327200
Mks genius mind,"GV93+8FW, Raja Thakur Rd, Hasabnis Bakhal, Shaniwar Peth, Pune, Maharashtra 411030, India",General,establishment,ChIJ4wy6VGXAwjsRMIwXk5KWqVA,18.5183502,73.8537163,"GV93+8FW, Raja Thakur Rd, Hasabnis Bakhal, Shaniwar Peth, Pune, Maharashtra 411030, India",5.0,1,False,[],,,True,0.5,225.45060938065257,0,0,2026-04-08T12:47:56.348668
Dhanwantari clinic Dr. Yogesh Vaishampayan,"Sathe appartments, 401, near Ahilya Devi High school, Shaniwar Peth, Pune, Maharashtra 411030, India",General,establishment,ChIJvZro6nrAwjsRpt-oSFjo-XA,18.5179309,73.8516732,"Sathe appartments, 401, near Ahilya Devi High school, Shaniwar Peth, Pune, Maharashtra 411030, India",4.9,48,True,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 6:30\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 6:30\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 6:30\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 6:30\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 6:30\u2009–\u20099:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",090284 63779,https://www.facebook.com/dhanwantariclinic?mibextid=ZbWKwL,True,0.85,434.56898871707693,1,1,2026-04-08T12:47:56.647981
ERSF,"280, Shirole Galli, Gaothan, Shivajinagar, Pune, Maharashtra 411005, India",General,establishment,ChIJa9DQZXvAwjsRrLw7XWCzWog,18.5230767,73.851805,"280, Shirole Galli, Gaothan, Shivajinagar, Pune, Maharashtra 411005, India",5.0,1,False,[],,http://ersf.org.uk/,True,0.55,541.4102551837386,0,1,2026-04-08T12:47:57.010811
Homeopathic Hospitals,"GV82+MFV, Prabhune Rd, Narayan Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJB9TLZnDAwjsRtJNFGKif4is,18.5167363,73.851169,"GV82+MFV, Prabhune Rd, Narayan Peth, Pune, Maharashtra 411030, India",5.0,2,False,[],,,True,0.5,548.0948051293675,0,0,2026-04-08T12:47:46.427306
Sangam Hospital - Raviwar Peth,"Shop No, 775, Ganesh Rd, Raviwar Peth, Pune, Maharashtra 411011, India",General,establishment,ChIJHUjTHmbAwjsRchc-th7gUSM,18.5189888,73.86061049999999,"Shop No, 775, Ganesh Rd, Raviwar Peth, Pune, Maharashtra 411011, India",0.0,0,False,"['Monday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM, 8:00\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM, 8:00\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM, 8:00\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM, 8:00\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM, 8:00\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u2009–\u200911:00\u202fAM, 1:00\u2009–\u20092:30\u202fPM', 'Sunday: Closed']",020 2445 9462,http://sangamhospital.in/,True,0.65,553.56669211829,1,1,2026-04-08T12:47:55.020547
Lata Education Society,"GVF5+H7Q, Veer Santaji Ghorpade Rd, Kasba Peth, Pune, Maharashtra 411011, India",General,establishment,ChIJe-01CWTAwjsRN6neoFaRJLY,18.5239643,73.8582413,"GVF5+H7Q, Veer Santaji Ghorpade Rd, Kasba Peth, Pune, Maharashtra 411011, India",4.5,8,True,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",080559 33901,,True,0.7999999999999999,570.305823772256,1,0,2026-04-08T12:47:57.216574
Sunbeam Healthcare,"GVG4+M38, Nyaymurti Ranade Path, Old Tophakhana, Tophakhana, Shivajinagar, Pune, Maharashtra 411005, India",General,establishment,ChIJYWXFp2XAwjsR8-s43X2yEuA,18.526655,73.855209,"GVG4+M38, Nyaymurti Ranade Path, Old Tophakhana, Tophakhana, Shivajinagar, Pune, Maharashtra 411005, India",0.0,0,False,[],020 2546 5297,,True,0.6,784.7386410556709,1,0,2026-04-08T12:47:49.101714
Kamla Nehru Hospital,"Mangalwar Peth Rd, near Kasba Post Office, Gandhinagar, Mangalwar Peth, Kasba Peth, Pune, Maharashtra 411011, India",General Practice,doctor,ChIJgyCd5mbAwjsRdkRgsczZrMM,18.5227057,73.86221019999999,"Mangalwar Peth Rd, near Kasba Post Office, Gandhinagar, Mangalwar Peth, Kasba Peth, Pune, Maharashtra 411011, India",4.1,869,False,"['Monday: Closed', 'Tuesday: Open 24 hours', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",087899 44965,https://pmc.gov.in/en/image-gallery/album-images/486,True,0.65,796.7670338111061,1,1,2026-04-08T12:48:04.090954
Dr AG Gandhi|Gandhi,"250, Shaniwar Peth, Pune, Maharashtra 411030, India",General,establishment,ChIJww3aVHfAwjsRED-9MpUoKIg,18.517331,73.84773899999999,"250, Shaniwar Peth, Pune, Maharashtra 411030, India",0.0,0,False,[],020 2445 9930,http://www.gandhihospital.co.in/,True,0.65,846.2420474179575,1,1,2026-04-08T12:47:57.404486
Karve Childrens Hospital,"106/119, Jyotiba Nagar, Talwade, Pimpri-Chinchwad, Pune, Maharashtra 411005, India",General,establishment,ChIJa9T5y4DAwjsRVE6tFGwTjws,18.52527,73.84997,"106/119, Jyotiba Nagar, Talwade, Pimpri-Chinchwad, Pune, Maharashtra 411005, India",4.3,83,True,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20092:00\u202fPM']",020 2634 3300,,True,0.7999999999999999,851.6271441534969,1,0,2026-04-08T12:48:16.122919
Prostate Surgery Clinic,"Sai Platinum Building, 559, Laxmi Rd, near Vijay cinema Sun Clinic, opp. Jyoti Gas appliances, Sadashiv Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJ05G0q1-VwjsRzyuvOxSKKzI,18.5139051,73.8494995,"Sai Platinum Building, 559, Laxmi Rd, near Vijay cinema Sun Clinic, opp. Jyoti Gas appliances, Sadashiv Peth, Pune, Maharashtra 411030, India",0.0,0,False,[],098500 63926,http://www.sunclinic.in/,True,0.65,887.724991365599,1,1,2026-04-08T12:47:57.625369
Shaikh hospital-maternity' mother and child care' hospital.,"114, Ganesh Peth Rd, Raje Wadi, Bodke Wada, New Nana Peth, Ganesh Peth, Pune, Maharashtra 411002, India",General,establishment,ChIJ99sfRc_BwjsRhuidR8ZPMU4,18.5154742,73.86273539999999,"114, Ganesh Peth Rd, Raje Wadi, Bodke Wada, New Nana Peth, Ganesh Peth, Pune, Maharashtra 411002, India",4.9,156,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",099304 32871,,True,0.7999999999999999,899.2561582433852,1,0,2026-04-08T12:48:16.889047
Tarabai Limaye Hospital,"366, Laxmi Rd, opp. Gokhale Hall, Narayan Peth, Pune, Maharashtra 411030, India",General,establishment,ChIJy7cuKnTAwjsRUQgqxN1yS1c,18.51415,73.8488371,"366, Laxmi Rd, opp. Gokhale Hall, Narayan Peth, Pune, Maharashtra 411030, India",5.0,2,True,"['Monday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']",020 2445 4008,,True,0.7999999999999999,919.8312092997918,1,0,2026-04-08T12:47:54.386101
Indian Society Of Criticalcare Medicine,"1255 D8, Karnik Heritage, Kelkar Road, Shivaji Nagar, Shivaji Nagar, Pulachi Wadi, Shaniwar Peth, Pune, Maharashtra 411030, India",General,establishment,ChIJGyfcOHfAwjsRt93JDpSaxAE,18.5158557,73.8467613,"1255 D8, Karnik Heritage, Kelkar Road, Shivaji Nagar, Shivaji Nagar, Pulachi Wadi, Shaniwar Peth, Pune, Maharashtra 411030, India",5.0,2,False,[],020 2553 2320,,True,0.6,1001.4916029354265,1,0,2026-04-08T12:47:51.449772
"Dr. Tepan ENT Clinic in Shivajinagar | Best ENT Specialist | ENT Doctor in Shivajinagar, Pune","Survey No 1187/13, Chitroda Niwas, Ghole Rd, next to NIO, Shivajinagar, Pune, Maharashtra 411005, India",General Practice,doctor,ChIJUQPttn7AwjsRZ2J4-1_ntK4,18.5241733,73.8471713,"Survey No 1187/13, Chitroda Niwas, Ghole Rd, next to NIO, Shivajinagar, Pune, Maharashtra 411005, India",3.6,49,True,"['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20092:00\u202fPM']",020 2553 5181,https://drshindeentclinic.com/,True,0.85,1005.6451968329756,1,1,2026-04-08T12:47:47.526205
Dhadphale Nursing Home Dr Dhanashree Bhide,"1206, Jangali Maharaj Rd, Shivajinagar, Pune, Maharashtra 411004, India",General,establishment,ChIJJ3hWCXnAwjsRs4lusQQbUk8,18.5205498,73.8459111,"1206, Jangali Maharaj Rd, Shivajinagar, Pune, Maharashtra 411004, India",2.9,28,False,[],098220 00135,,True,0.6,1006.0345095296793,1,0,2026-04-08T12:47:57.895804
SUN Clinic,"Shop No.111, Sai Platinum 559, Laxmi Rd, next to Jyoti gas appliances, Sadashiv Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJnUjSOnHAwjsRMTgJbdPR6Z4,18.5137951,73.84781480000001,"Shop No.111, Sai Platinum 559, Laxmi Rd, next to Jyoti gas appliances, Sadashiv Peth, Pune, Maharashtra 411030, India",4.7,120,True,"['Monday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20091:00\u202fPM, 6:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",093702 75336,http://www.stitchless-circumcision.com/,True,0.85,1027.7518505771068,1,1,2026-04-08T12:47:58.165466
Pune sarkaari hospital,"534B, Lokhande Talim Rd, Narayan Peth, Pune, Maharashtra 411030, India",General,establishment,ChIJAXcUSTfBwjsR7EAiKvpjdxc,18.5152921,73.8467039,"534B, Lokhande Talim Rd, Narayan Peth, Pune, Maharashtra 411030, India",4.0,6,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Closed']",,,True,0.7,1034.4863058535368,0,0,2026-04-08T12:48:06.770893
Shaishav Childrens hospital and research center pvt ltd,"Laxmi Rd, opp. Vijay Talkies, Sadashiv Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJUSw2M3HAwjsRCNtzcbRMAfQ,18.5138061,73.8477028,"Laxmi Rd, opp. Vijay Talkies, Sadashiv Peth, Pune, Maharashtra 411030, India",4.1,138,True,"['Monday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fPM, 7:00\u2009–\u20098:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20092:30\u202fPM', 'Sunday: Closed']",020 2445 7234,http://www.shaishavclinic.com/,True,0.85,1036.2070016557861,1,1,2026-04-08T12:47:58.403205
Dr Manasi Godbole,"1301, Sadashiv Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJq6o6wHPAwjsRL8l3FdHg95k,18.5111617,73.8511836,"1301, Sadashiv Peth, Pune, Maharashtra 411030, India",4.4,37,True,"['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",020 2999 3061,,True,0.7999999999999999,1038.2899186846203,1,0,2026-04-08T12:47:43.928316
Dawakhana,"27/2, Somwar Peth, Pune, Maharashtra 411011, India",General,establishment,ChIJZWMxgGfAwjsRwXQG6EkFQzg,18.5218908,73.86519489999999,"27/2, Somwar Peth, Pune, Maharashtra 411011, India",0.0,0,False,[],,,True,0.5,1063.6854244691588,0,0,2026-04-08T12:47:58.687622
Dr. Vaibhav Inamdar - Ayurvedic Doctor,"Vedacharya Phatak Guruji Rd, Perugate, Sadashiv Peth, Pune, Maharashtra 411030, India",General,establishment,ChIJYfqfUHHAwjsRwP_lLhBQ-Ws,18.5122941,73.848427,"Vedacharya Phatak Guruji Rd, Perugate, Sadashiv Peth, Pune, Maharashtra 411030, India",4.1,27,True,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",098224 48717,http://www.drvaibhavinamdar.com/,True,0.85,1095.6809244894334,1,1,2026-04-08T12:47:53.520948
Dr. Bhaskar Harshe,"Jaydeep Apartment, 291, VG Kothari Path, Narayan Peth, Pune, Maharashtra 411030, India",General Practice,doctor,ChIJg9z1H3fAwjsRo_NZ7X4JCtI,18.5145849,73.8464012,"Jaydeep Apartment, 291, VG Kothari Path, Narayan Peth, Pune, Maharashtra 411030, India",4.4,9,True,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",020 2445 1360,http://diabetologistindia.com/,True,0.85,1100.5601663963835,1,1,2026-04-08T12:47:52.747269
Shree Samarth Hospital,"No. 227, Omkar Apartments, GV98+989, Vitthalrao Kangle Rd, Karande Chowk near SBI ATM, Rasta Peth, Pune, Maharashtra 411002, India",General,establishment,ChIJKZeQq0LAwjsRCpFRnEkWy4M,18.5183007,73.8658772,"No. 227, Omkar Apartments, GV98+989, Vitthalrao Kangle Rd, Karande Chowk near SBI ATM, Rasta Peth, Pune, Maharashtra 411002, India",4.2,76,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080 4806 8929,https://www.shreesamarthhospital.co.in/,True,0.85,1114.0931377557613,1,1,2026-04-08T12:47:49.605490
Omron Healthcare,"Shree Chamber B/H, Civil Court B/S Govt Godown, 53/54, Shivajinagar, Pune, Maharashtra 411005, India",General,establishment,ChIJa9T5y4DAwjsR4mIm-e9jPsc,18.5293345,73.85284759999999,"Shree Chamber B/H, Civil Court B/S Govt Godown, 53/54, Shivajinagar, Pune, Maharashtra 411005, India",1.0,2,False,[],,https://www.omronhealthcare-ap.com/in,True,0.55,1115.377910773939,0,1,2026-04-08T12:47:50.155496
Sancheti Hospital,"11/12 Thube Park, 16, 16, Narveer Tanaji Wadi, Shivajinagar, Pune, Maharashtra 411005, India",General Practice,doctor,ChIJhV5c3YbAwjsRcN84iUXQioo,18.5299759,73.8529767,"11/12 Thube Park, 16, 16, Narveer Tanaji Wadi, Shivajinagar, Pune, Maharashtra 411005, India",4.6,7187,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",088888 08845,https://sanchetihospital.org/,True,0.85,1181.6987251929702,1,1,2026-04-08T12:48:01.576979
Phadke Hospital,"S. 1260B, Jangli Maharaj Road Deccan gym khana, S. No, 1260B, Jangali Maharaj Rd, opp. Mc Donald's, Shivajinagar, Pune, Maharashtra 411004, India",General Practice,doctor,ChIJuV-ZOXjAwjsR4ewF2BIWOec,18.5182785,73.843985,"S. 1260B, Jangli Maharaj Road Deccan gym khana, S. No, 1260B, Jangali Maharaj Rd, opp. Mc Donald's, Shivajinagar, Pune, Maharashtra 411004, India",4.7,296,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",083088 45556,https://phadkehospitalpune.com/,True,0.85,1212.5016945336504,1,1,2026-04-08T12:47:46.174890
KEM Hospital,"489, Mudaliar Rd, Rasta Peth, Pune, Maharashtra 411011, India",General,establishment,ChIJ4ZP9omfAwjsRG5sPQlKaAR0,18.5199723,73.86697649999999,"489, Mudaliar Rd, Rasta Peth, Pune, Maharashtra 411011, India",4.2,3376,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 6603 7300,https://kemhospitalpune.org/,True,0.85,1221.2884999215012,1,1,2026-04-08T12:48:03.804872
Joshi Clinic,"Janardan Sadan, 1194/23, Ghole Rd, Sumukh Society, Shivaji Nagar, Shivajinagar, Pune, Maharashtra 411005, India",General,establishment,ChIJrzP-p2XAwjsRoObkiaGGKlE,18.5242758,73.84484379999999,"Janardan Sadan, 1194/23, Ghole Rd, Sumukh Society, Shivaji Nagar, Shivajinagar, Pune, Maharashtra 411005, India",4.3,7,False,[],020 2553 3361,,True,0.6,1228.4468704257483,1,0,2026-04-08T12:47:46.823412
Dr. Jyoti Shetty,"GV98+WW3, Mudaliar Rd, Somwar Peth, Pune, Maharashtra 411011, India",General Practice,doctor,ChIJhb0pMV3AwjsRR0w5KdQhEoI,18.5197736,73.867296,"GV98+WW3, Mudaliar Rd, Somwar Peth, Pune, Maharashtra 411011, India",3.5,4,False,[],,,True,0.5,1254.4229198934017,0,0,2026-04-08T12:47:52.054839
MJM Hospital,"Janardan Sadan, 1194, 1194/23, Ghole Rd, Sumukh Society, Sud Nagar, Shivajinagar, Pune, Maharashtra 411005, India",General,establishment,ChIJCfz3PX_AwjsRUmbzdBqcQ1Y,18.5245717,73.84388109999999,"Janardan Sadan, 1194, 1194/23, Ghole Rd, Sumukh Society, Sud Nagar, Shivajinagar, Pune, Maharashtra 411005, India",4.7,3184,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 4149 9999,http://www.mjmhospital.com/,True,0.85,1334.399498241813,1,1,2026-04-08T12:48:01.887706
Wagh Eye Clinic,"Mugut Apartment, 1194, Ghole Rd, opposite Suman Nursing Home, Sumukh Society, Sud Nagar, Shivajinagar, Pune, Maharashtra 411005, India",General,establishment,ChIJGcZVIQvAwjsRfp998n2QfSw,18.525274,73.8437252,"Mugut Apartment, 1194, Ghole Rd, opposite Suman Nursing Home, Sumukh Society, Sud Nagar, Shivajinagar, Pune, Maharashtra 411005, India",4.7,114,True,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",020 2553 8090,http://www.wagheyeclinic.com/,True,0.85,1383.2041307757936,1,1,2026-04-08T12:47:55.256533
Ghaisas ENT Hospital & Rhinoplasty Centre,"1248 B, NH 753F, Next to Raymond Showroom, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",General Practice,doctor,ChIJKVLAA3jAwjsRnskjWI-nGf4,18.5173141,73.84232209999999,"1248 B, NH 753F, Next to Raymond Showroom, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",4.1,322,True,"['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fPM']",096077 72233,http://www.ghaisashospital.com/,True,0.85,1402.131445202869,1,1,2026-04-08T12:47:47.809902
Prayag Hospital,"DTDC - Deccan Gymkhana, 1247, Jangali Maharaj Rd, Pulachi Wadi, Shivajinagar, Pune, Maharashtra 411004, India",General,establishment,ChIJDbjeFnjAwjsRcYF8lPIQ_vg,18.5159671,73.8426008,"DTDC - Deccan Gymkhana, 1247, Jangali Maharaj Rd, Pulachi Wadi, Shivajinagar, Pune, Maharashtra 411004, India",3.3,120,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 2553 2812,https://www.prayaghospital.org/,True,0.85,1408.682849751715,1,1,2026-04-08T12:47:45.637466
