name,location,specialty,facility_type,place_id,latitude,longitude,vicinity,rating,reviews,is_open_now,opening_hours,phone_number,website,emergency_facility,response_probability,distance_from_center,has_phone,has_website,collected_at
Shreenath Hospital,"CVWR+398, Rupnagar Rd, Sambhajinagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",General,establishment,ChIJGwAAx1XqwjsRzdZ_DtVGXjQ,18.445158,73.89095069999999,"CVWR+398, Rupnagar Rd, Sambhajinagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",0.0,0,False,[],,,True,0.5,3198.7974864421726,0,0,2026-04-08T12:54:54.167245
"Flamingo Hospital, Pune","Ground Floor, Sky Pavillion, Atur Nagar, Undri, Pune, Maharashtra 411060, India",General,establishment,ChIJffQgeInrwjsRVD8KyorTNKo,18.4509646,73.9138809,"Ground Floor, Sky Pavillion, Atur Nagar, Undri, Pune, Maharashtra 411060, India",0.0,0,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,,True,0.7,3414.8388580932133,0,0,2026-04-08T12:54:56.668206
NIRVANA HOSPITAL,"Rahi Complex, Bus Stop, Main Chowk, behind Last PMT, Atur Nagar, Undri, Pune, Maharashtra 411060, India",General,establishment,ChIJ7bjJ-zbqwjsRrLHu0Qa3TsE,18.4509304,73.9157939,"Rahi Complex, Bus Stop, Main Chowk, behind Last PMT, Atur Nagar, Undri, Pune, Maharashtra 411060, India",4.1,15,True,"['Monday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",099223 60790,,True,0.7999999999999999,3458.0992040303427,1,0,2026-04-08T12:54:43.900626
JAIHIND MULTISPECIALITY HOSPITAL,"1st Floor, Purvant Heights, Chowk, near Undri, Undri, Pune, Maharashtra 411060, India",General,establishment,ChIJm45yONzrwjsRTYhvwjhKoG4,18.4507158,73.9169423,"1st Floor, Purvant Heights, Chowk, near Undri, Undri, Pune, Maharashtra 411060, India",4.8,50,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",093710 06659,,True,0.7999999999999999,3468.7953834747746,1,0,2026-04-08T12:54:57.287228
Sangam Hospital - Undri IVF & Maternity Centre,"Survey 59/1A/1, Orchids The International School Rd, opposite Orchids International school, Bellagio, Undri, Pune, Maharashtra 411060, India",General,establishment,ChIJf5QnXTXrwjsR8DfHeoDmxj8,18.4536767,73.9118069,"Survey 59/1A/1, Orchids The International School Rd, opposite Orchids International school, Bellagio, Undri, Pune, Maharashtra 411060, India",4.7,190,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",087886 15687,https://sangamhospital.in/,True,0.85,3675.62863518028,1,1,2026-04-08T12:54:58.784078
Hospital,"Kondhwa - Saswad Rd, Handewadi, Pune, Maharashtra 411060, India",General,establishment,ChIJKRSm9orrwjsRqGf-wncVbMQ,18.4519048,73.9217905,"Kondhwa - Saswad Rd, Handewadi, Pune, Maharashtra 411060, India",0.0,0,False,[],087669 12794,,True,0.6,3772.683004562096,1,0,2026-04-08T12:55:00.189771
Miracle Multispeciality Hospital,"Katraj - Kondhwa Rd, behind SBI, Gokul Nagar, Anand Tirth Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",General,establishment,ChIJnZwd0DfrwjsRq8uS5iY40Fw,18.4508001,73.8754297,"Katraj - Kondhwa Rd, behind SBI, Gokul Nagar, Anand Tirth Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",4.5,61,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",077900 90021,http://www.miraclehospitalpune.com/,True,0.85,4724.733154914577,1,1,2026-04-08T12:55:03.582354
Siddhivinayak Multi Speciality Hospital,"No. 3, Katraj - Kondhwa Rd, गणेश पेठ, Rajas Society, Kondhwa Budruk, Pune, Maharashtra 411046, India",General,establishment,ChIJ0xqhKO_qwjsRu4GikoEM8lU,18.449792,73.8741684,"No. 3, Katraj - Kondhwa Rd, गणेश पेठ, Rajas Society, Kondhwa Budruk, Pune, Maharashtra 411046, India",5.0,1,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",080 4805 2901,https://www.siddhivinayakmultispecialityvelu.com/,True,0.85,4743.5837052203005,1,1,2026-04-08T12:55:07.165235
Pride Multispeciality Hospital,"3rd floor, S. No. 65A, FV4H+6FX Shankeshwaram Plaza, 2/7, Kondhwa Budruk, Pune, Maharashtra 411048, India",General,establishment,ChIJgwnlJVTrwjsRQaEE91k5ubc,18.4557002,73.8787205,"3rd floor, S. No. 65A, FV4H+6FX Shankeshwaram Plaza, 2/7, Kondhwa Budruk, Pune, Maharashtra 411048, India",4.5,59,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",098901 88783,http://www.pridehospitalpune.com/,True,0.85,4902.2280125580855,1,1,2026-04-08T12:55:09.582271
628 Namo Multispeciality Hospital | Gastroenterology | Orthopedic Surgery | Diabetes | Kondhwa,"S. No 65, 2nd Floor, Front of Durgamata Temple, Chordia Corner, Arihant Society, Kondhwa, Pune, Maharashtra 411048, India",General Practice,doctor,ChIJc1TXlunrwjsR-WDSqIRDpSs,18.4568624,73.87847579999999,"S. No 65, 2nd Floor, Front of Durgamata Temple, Chordia Corner, Arihant Society, Kondhwa, Pune, Maharashtra 411048, India",4.8,454,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",070668 55855,https://www.namohospitalpune.com/,True,0.85,5020.4159544864315,1,1,2026-04-08T12:55:10.117412
Shree Saiprasad Hospital,"S.No. 49, 3/5, Gujarwadi Rd, Phata, Katrajnagar, Katraj, Pune, Maharashtra 411046, India",General,establishment,ChIJN0Blg9_qwjsRd-7iqQhWzZk,18.4387784,73.8627951,"S.No. 49, 3/5, Gujarwadi Rd, Phata, Katrajnagar, Katraj, Pune, Maharashtra 411046, India",5.0,21,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: 10:00\u202fAM\u2009–\u200911:00\u202fPM']",098600 49991,,True,0.7999999999999999,5094.104483465537,1,0,2026-04-08T12:55:03.788672
Matoshree Hospital,"Mangdewadi, Katraj, Pune, Maharashtra 411046, India",General,establishment,ChIJuS5o_yPrwjsRWys7XLshaeE,18.4318902,73.85964609999999,"Mangdewadi, Katraj, Pune, Maharashtra 411046, India",4.6,10,True,"['Monday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']",099227 98479,,True,0.7999999999999999,5169.090305149464,1,0,2026-04-08T12:55:06.513908
Siddhivinayak Hospital Sukhsagar Nagar,"Part No. 2, Ambamatha Mandir, Lane No. 3, near Mahesh Bank, Sukhsagar Nagar, Katraj, Pune, Maharashtra 411046, India",General,establishment,ChIJ_cH0QjvrwjsRON_jGooY_dA,18.4558945,73.8710775,"Part No. 2, Ambamatha Mandir, Lane No. 3, near Mahesh Bank, Sukhsagar Nagar, Katraj, Pune, Maharashtra 411046, India",4.7,188,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 2696 1600,,True,0.7999999999999999,5450.081069325012,1,0,2026-04-08T12:55:01.722193
Prerna hospital,"Raviraj bungalow, s.n.16, near mansi apartment, Sukhsagar Nagar, Katraj, Pune, Maharashtra 411046, India",General,establishment,ChIJ4bVlYenqwjsRx6zVumWJmzw,18.4553037,73.8690416,"Raviraj bungalow, s.n.16, near mansi apartment, Sukhsagar Nagar, Katraj, Pune, Maharashtra 411046, India",3.9,48,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",020 2696 2425,,True,0.7999999999999999,5557.150620425165,1,0,2026-04-08T12:55:07.716857
